Name,Season,Date,Competition,Round,Venue,Result,Squad,Opponent
Dele Alli,2017-2018,2017-12-02,Premier League,Matchweek 15,Away,D 1–1,Tottenham,Watford
Dele Alli,2017-2018,2017-12-06,Champions Lg,Group stage,Home,W 3–0,Tottenham,APOEL FC
Dele Alli,2017-2018,2017-12-09,Premier League,Matchweek 16,Home,W 5–1,Tottenham,Stoke City
Dele Alli,2017-2018,2017-12-13,Premier League,Matchweek 17,Home,W 2–0,Tottenham,Brighton
Dele Alli,2017-2018,2017-12-16,Premier League,Matchweek 18,Away,L 1–4,Tottenham,Manchester City
Dele Alli,2017-2018,2017-12-23,Premier League,Matchweek 19,Away,W 3–0,Tottenham,Burnley
Dele Alli,2017-2018,2017-12-26,Premier League,Matchweek 20,Home,W 5–2,Tottenham,Southampton
Dele Alli,2017-2018,2018-01-02,Premier League,Matchweek 22,Away,W 2–0,Tottenham,Swansea City
Trent Alexander-Arnold,2018-2019,2018-11-15,Friendlies (M),Friendlies (M),Home,W 3–0,England,United States
Trent Alexander-Arnold,2018-2019,2018-11-24,Premier League,Matchweek 13,Away,W 3–0,Liverpool,Watford
Trent Alexander-Arnold,2018-2019,2018-12-02,Premier League,Matchweek 14,Home,W 1–0,Liverpool,Everton
Trent Alexander-Arnold,2018-2019,2018-12-05,Premier League,Matchweek 15,Away,W 3–1,Liverpool,Burnley
Trent Alexander-Arnold,2018-2019,2018-12-11,Champions Lg,Group stage,Home,W 1–0,Liverpool,Napoli
Trent Alexander-Arnold,2018-2019,2018-12-26,Premier League,Matchweek 19,Home,W 4–0,Liverpool,Newcastle Utd
Trent Alexander-Arnold,2018-2019,2018-12-29,Premier League,Matchweek 20,Home,W 5–1,Liverpool,Arsenal
Trent Alexander-Arnold,2018-2019,2019-01-03,Premier League,Matchweek 21,Away,L 1–2,Liverpool,Manchester City
Trent Alexander-Arnold,2018-2019,2019-01-12,Premier League,Matchweek 22,Away,W 1–0,Liverpool,Brighton
Trent Alexander-Arnold,2018-2019,2019-02-09,Premier League,Matchweek 26,Home,W 3–0,Liverpool,Bournemouth
Trent Alexander-Arnold,2018-2019,2019-02-19,Champions Lg,Round of 16,Home,D 0–0,Liverpool,Bayern Munich
Trent Alexander-Arnold,2018-2019,2019-02-27,Premier League,Matchweek 28,Home,W 5–0,Liverpool,Watford
Trent Alexander-Arnold,2018-2019,2019-03-03,Premier League,Matchweek 29,Away,D 0–0,Liverpool,Everton
Trent Alexander-Arnold,2018-2019,2019-03-10,Premier League,Matchweek 30,Home,W 4–2,Liverpool,Burnley
Trent Alexander-Arnold,2017-2018,2018-01-27,FA Cup,Fourth round,Home,L 2–3,Liverpool,West Brom
Trent Alexander-Arnold,2017-2018,2018-02-04,Premier League,Matchweek 26,Home,D 2–2,Liverpool,Tottenham
Trent Alexander-Arnold,2017-2018,2018-02-11,Premier League,Matchweek 27,Away,W 2–0,Liverpool,Southampton
Trent Alexander-Arnold,2017-2018,2018-02-14,Champions Lg,Round of 16,Away,W 5–0,Liverpool,Porto
Trent Alexander-Arnold,2017-2018,2018-02-24,Premier League,Matchweek 28,Home,W 4–1,Liverpool,West Ham
Trent Alexander-Arnold,2017-2018,2018-03-03,Premier League,Matchweek 29,Home,W 2–0,Liverpool,Newcastle Utd
Trent Alexander-Arnold,2017-2018,2018-03-10,Premier League,Matchweek 30,Away,L 1–2,Liverpool,Manchester Utd
Trent Alexander-Arnold,2017-2018,2018-03-31,Premier League,Matchweek 32,Away,W 2–1,Liverpool,Crystal Palace
Trent Alexander-Arnold,2017-2018,2018-04-04,Champions Lg,Quarter-finals,Home,W 3–0,Liverpool,Manchester City
Trent Alexander-Arnold,2017-2018,2018-04-07,Premier League,Matchweek 33,Away,D 0–0,Liverpool,Everton
Trent Alexander-Arnold,2017-2018,2018-04-10,Champions Lg,Quarter-finals,Away,W 2–1,Liverpool,Manchester City
Trent Alexander-Arnold,2017-2018,2018-04-14,Premier League,Matchweek 34,Home,W 3–0,Liverpool,Bournemouth
Trent Alexander-Arnold,2017-2018,2018-04-24,Champions Lg,Semi-finals,Home,W 5–2,Liverpool,Roma
Trent Alexander-Arnold,2017-2018,2018-04-28,Premier League,Matchweek 36,Home,D 0–0,Liverpool,Stoke City
Toby Alderweireld,2019-2020,2019-11-03,Premier League,Matchweek 11,Away,D 1–1,Tottenham,Everton
Toby Alderweireld,2019-2020,2019-11-16,Euro Qualifying,Group stage,Away,W 4–1,Belgium,Russia
Toby Alderweireld,2019-2020,2019-11-19,Euro Qualifying,Group stage,Home,W 6–1,Belgium,Cyprus
Toby Alderweireld,2019-2020,2019-11-23,Premier League,Matchweek 13,Away,W 3–2,Tottenham,West Ham
Toby Alderweireld,2019-2020,2019-11-26,Champions Lg,Group stage,Home,W 4–2,Tottenham,Olympiacos
Toby Alderweireld,2019-2020,2019-11-30,Premier League,Matchweek 14,Home,W 3–2,Tottenham,Bournemouth
Toby Alderweireld,2019-2020,2019-12-04,Premier League,Matchweek 15,Away,L 1–2,Tottenham,Manchester Utd
Toby Alderweireld,2019-2020,2019-12-07,Premier League,Matchweek 16,Home,W 5–0,Tottenham,Burnley
Toby Alderweireld,2019-2020,2019-12-11,Champions Lg,Group stage,Away,L 1–3,Tottenham,Bayern Munich
Toby Alderweireld,2019-2020,2019-12-15,Premier League,Matchweek 17,Away,W 2–1,Tottenham,Wolves
Toby Alderweireld,2019-2020,2019-12-22,Premier League,Matchweek 18,Home,L 0–2,Tottenham,Chelsea
Toby Alderweireld,2019-2020,2019-12-26,Premier League,Matchweek 19,Home,W 2–1,Tottenham,Brighton
Toby Alderweireld,2019-2020,2019-12-28,Premier League,Matchweek 20,Away,D 2–2,Tottenham,Norwich City
Toby Alderweireld,2019-2020,2020-01-01,Premier League,Matchweek 21,Away,L 0–1,Tottenham,Southampton
Toby Alderweireld,2018-2019,2018-10-20,Premier League,Matchweek 9,Away,W 1–0,Tottenham,West Ham
Toby Alderweireld,2018-2019,2018-10-24,Champions Lg,Group stage,Away,D 2–2,Tottenham,PSV Eindhoven
Toby Alderweireld,2018-2019,2018-10-29,Premier League,Matchweek 10,Home,L 0–1,Tottenham,Manchester City
Toby Alderweireld,2018-2019,2018-11-03,Premier League,Matchweek 11,Away,W 3–2,Tottenham,Wolves
Toby Alderweireld,2018-2019,2018-11-06,Champions Lg,Group stage,Home,W 2–1,Tottenham,PSV Eindhoven
Toby Alderweireld,2018-2019,2018-11-10,Premier League,Matchweek 12,Away,W 1–0,Tottenham,Crystal Palace
Toby Alderweireld,2018-2019,2018-11-15,UEFA Nations League,Group stage,Home,W 2–0,Belgium,Iceland
Toby Alderweireld,2018-2019,2018-11-18,UEFA Nations League,Group stage,Away,L 2–5,Belgium,Switzerland
Toby Alderweireld,2018-2019,2018-11-24,Premier League,Matchweek 13,Home,W 3–1,Tottenham,Chelsea
Toby Alderweireld,2018-2019,2018-11-28,Champions Lg,Group stage,Home,W 1–0,Tottenham,Inter
Toby Alderweireld,2018-2019,2018-12-05,Premier League,Matchweek 15,Home,W 3–1,Tottenham,Southampton
Toby Alderweireld,2018-2019,2018-12-08,Premier League,Matchweek 16,Away,W 2–0,Tottenham,Leicester City
Toby Alderweireld,2018-2019,2018-12-11,Champions Lg,Group stage,Away,D 1–1,Tottenham,Barcelona
Toby Alderweireld,2018-2019,2018-12-15,Premier League,Matchweek 17,Home,W 1–0,Tottenham,Burnley
Toby Alderweireld,2018-2019,2018-12-19,EFL Cup,Quarter-finals,Away,W 2–0,Tottenham,Arsenal
Marc Albrighton,2017-2018,2018-03-10,Premier League,Matchweek 30,Away,W 4–1,Leicester City,West Brom
Marc Albrighton,2017-2018,2018-03-18,FA Cup,Quarter-finals,Home,L 1–2,Leicester City,Chelsea
Marc Albrighton,2017-2018,2018-03-31,Premier League,Matchweek 32,Away,W 2–0,Leicester City,Brighton
Marc Albrighton,2017-2018,2018-04-07,Premier League,Matchweek 33,Home,L 1–2,Leicester City,Newcastle Utd
Marc Albrighton,2017-2018,2018-04-19,Premier League,Matchweek 35,Home,D 0–0,Leicester City,Southampton
Marc Albrighton,2017-2018,2018-04-28,Premier League,Matchweek 36,Away,L 0–5,Leicester City,Crystal Palace
Miguel Almirón,2019-2020,2019-08-17,Premier League,Matchweek 2,Away,L 1–3,Newcastle Utd,Norwich City
Miguel Almirón,2019-2020,2019-08-25,Premier League,Matchweek 3,Away,W 1–0,Newcastle Utd,Tottenham
Miguel Almirón,2019-2020,2019-08-31,Premier League,Matchweek 4,Home,D 1–1,Newcastle Utd,Watford
Miguel Almirón,2019-2020,2019-09-05,Friendlies (M),Friendlies (M),Away,L 0–2,Paraguay,Japan
Miguel Almirón,2019-2020,2019-09-10,Friendlies (M),Friendlies (M),Away,W 4–2,Paraguay,Jordan
Miguel Almirón,2019-2020,2019-09-14,Premier League,Matchweek 5,Away,L 1–3,Newcastle Utd,Liverpool
Miguel Almirón,2019-2020,2019-09-21,Premier League,Matchweek 6,Home,D 0–0,Newcastle Utd,Brighton
Miguel Almirón,2019-2020,2019-09-29,Premier League,Matchweek 7,Away,L 0–5,Newcastle Utd,Leicester City
Miguel Almirón,2019-2020,2019-10-06,Premier League,Matchweek 8,Home,W 1–0,Newcastle Utd,Manchester Utd
Miguel Almirón,2019-2020,2019-10-10,Friendlies (M),Friendlies (M),Away,L 0–1,Paraguay,Serbia
Miguel Almirón,2019-2020,2019-10-19,Premier League,Matchweek 9,Away,L 0–1,Newcastle Utd,Chelsea
Miguel Almirón,2019-2020,2019-10-27,Premier League,Matchweek 10,Home,D 1–1,Newcastle Utd,Wolves
Miguel Almirón,2019-2020,2019-11-02,Premier League,Matchweek 11,Away,W 3–2,Newcastle Utd,West Ham
Dele Alli,2018-2019,2019-04-23,Premier League,Matchweek 33,Home,W 1–0,Tottenham,Brighton
Dele Alli,2018-2019,2019-04-27,Premier League,Matchweek 36,Home,L 0–1,Tottenham,West Ham
Dele Alli,2018-2019,2019-04-30,Champions Lg,Semi-finals,Home,L 0–1,Tottenham,Ajax
Dele Alli,2018-2019,2019-05-04,Premier League,Matchweek 37,Away,L 0–1,Tottenham,Bournemouth
Dele Alli,2018-2019,2019-05-08,Champions Lg,Semi-finals,Away,W 3–2,Tottenham,Ajax
Dele Alli,2018-2019,2019-05-12,Premier League,Matchweek 38,Home,D 2–2,Tottenham,Everton
Dele Alli,2018-2019,2019-06-01,Champions Lg,Final,Home,L 0–2,Tottenham,Liverpool
Dele Alli,2018-2019,2019-06-06,UEFA Nations League,Semi-finals,Neutral,L 1–3,England,Netherlands
Dele Alli,2018-2019,2019-06-09,UEFA Nations League,Third-place match,Neutral,W 0 ,England,Switzerland
Steven Alzate,2019-2020,2019-08-27,EFL Cup,Second round,Away,W 2–1,Brighton,Bristol Rovers
Steven Alzate,2019-2020,2019-09-21,Premier League,Matchweek 6,Away,D 0–0,Brighton,Newcastle Utd
Steven Alzate,2019-2020,2019-09-28,Premier League,Matchweek 7,Away,L 0–2,Brighton,Chelsea
Steven Alzate,2019-2020,2019-10-05,Premier League,Matchweek 8,Home,W 3–0,Brighton,Tottenham
Steven Alzate,2019-2020,2019-10-19,Premier League,Matchweek 9,Away,L 1–2,Brighton,Aston Villa
Steven Alzate,2019-2020,2019-10-26,Premier League,Matchweek 10,Home,W 3–2,Brighton,Everton
Steven Alzate,2019-2020,2019-11-02,Premier League,Matchweek 11,Home,W 2–0,Brighton,Norwich City
Steven Alzate,2019-2020,2019-11-10,Premier League,Matchweek 12,Away,L 1–3,Brighton,Manchester Utd
Steven Alzate,2019-2020,2019-11-15,Friendlies (M),Friendlies (M),Home,W 1–0,Colombia,Peru
Steven Alzate,2019-2020,2019-11-19,Friendlies (M),Friendlies (M),Neutral,W 1–0,Colombia,Ecuador
Steven Alzate,2019-2020,2019-11-30,Premier League,Matchweek 14,Away,L 1–2,Brighton,Liverpool
Steven Alzate,2019-2020,2019-12-05,Premier League,Matchweek 15,Away,W 2–1,Brighton,Arsenal
Steven Alzate,2019-2020,2019-12-08,Premier League,Matchweek 16,Home,D 2–2,Brighton,Wolves
Steven Alzate,2019-2020,2019-12-16,Premier League,Matchweek 17,Away,D 1–1,Brighton,Crystal Palace
Steven Alzate,2019-2020,2019-12-26,Premier League,Matchweek 19,Away,L 1–2,Brighton,Tottenham
Steven Alzate,2018-2019,2018-08-11,League Two,Matchweek 2,Away,L 1–4,Swindon Town,Lincoln City
Steven Alzate,2018-2019,2018-08-14,EFL Cup,First round,Home,L 0–1,Swindon Town,FG Rovers
Steven Alzate,2018-2019,2018-08-18,League Two,Matchweek 3,Home,W 3–2,Swindon Town,Tranmere Rovers
Steven Alzate,2018-2019,2018-08-21,League Two,Matchweek 4,Away,D 2–2,Swindon Town,Crawley Town
Steven Alzate,2018-2019,2018-08-25,League Two,Matchweek 5,Away,D 1–1,Swindon Town,FG Rovers
Steven Alzate,2018-2019,2018-09-01,League Two,Matchweek 6,Home,D 1–1,Swindon Town,MK Dons
Steven Alzate,2018-2019,2018-09-08,League Two,Matchweek 7,Away,W 1–0,Swindon Town,Morecambe
Steven Alzate,2018-2019,2018-09-15,League Two,Matchweek 8,Home,L 1–2,Swindon Town,Bury
Steven Alzate,2018-2019,2018-09-22,League Two,Matchweek 9,Away,W 3–0,Swindon Town,Yeovil Town
Steven Alzate,2018-2019,2018-09-29,League Two,Matchweek 10,Home,D 0–0,Swindon Town,Oldham Athletic
Steven Alzate,2018-2019,2018-10-02,League Two,Matchweek 11,Away,L 0–1,Swindon Town,Crewe Alexandra
Steven Alzate,2018-2019,2018-10-06,League Two,Matchweek 12,Home,D 1–1,Swindon Town,Northampton
Steven Alzate,2018-2019,2018-10-13,League Two,Matchweek 13,Away,L 0–2,Swindon Town,Exeter City
Steven Alzate,2018-2019,2018-10-20,League Two,Matchweek 14,Home,D 0–0,Swindon Town,Mansfield Town
Steven Alzate,2018-2019,2018-10-23,League Two,Matchweek 15,Home,L 0–2,Swindon Town,Cambridge Utd
Miguel Almirón,2018-2019,2018-07-07,MLS,Regular Season,Away,W 2–0,Atlanta,Philadelphia
Miguel Almirón,2018-2019,2018-07-15,MLS,Regular Season,Home,D 1–1,Atlanta,Seattle
Miguel Almirón,2018-2019,2018-07-21,MLS,Regular Season,Home,W 3–1,Atlanta,D.C. United
Miguel Almirón,2018-2019,2018-07-28,MLS,Regular Season,Away,W 2–1,Atlanta,Montreal
Miguel Almirón,2018-2019,2018-08-04,MLS,Regular Season,Home,D 2–2,Atlanta,Toronto FC
Miguel Almirón,2018-2019,2018-08-19,MLS,Regular Season,Home,W 3–1,Atlanta,Columbus
Miguel Almirón,2018-2019,2018-08-24,MLS,Regular Season,Away,W 2–1,Atlanta,Orlando City
Miguel Almirón,2018-2019,2018-09-02,MLS,Regular Season,Away,L 1–3,Atlanta,D.C. United
Miguel Almirón,2018-2019,2018-09-15,MLS,Regular Season,Away,W 3–0,Atlanta,Colorado
Miguel Almirón,2018-2019,2018-09-19,MLS,Regular Season,Away,W 4–3,Atlanta,San Jose
Miguel Almirón,2018-2019,2018-09-22,MLS,Regular Season,Home,W 2–0,Atlanta,Real Salt Lake
Miguel Almirón,2018-2019,2018-09-30,MLS,Regular Season,Away,L 0–2,Atlanta,NY Red Bulls
Miguel Almirón,2018-2019,2018-10-06,MLS,Regular Season,Home,W 2–1,Atlanta,New England
Marcos Alonso,2017-2018,2018-01-03,Premier League,Matchweek 22,Away,D 2–2,Chelsea,Arsenal
Marcos Alonso,2017-2018,2018-01-10,EFL Cup,Semi-finals,Home,D 0–0,Chelsea,Arsenal
Marcos Alonso,2017-2018,2018-01-13,Premier League,Matchweek 23,Home,D 0–0,Chelsea,Leicester City
Marcos Alonso,2017-2018,2018-01-20,Premier League,Matchweek 24,Away,W 4–0,Chelsea,Brighton
Marcos Alonso,2017-2018,2018-01-24,EFL Cup,Semi-finals,Away,L 1–2,Chelsea,Arsenal
Marcos Alonso,2017-2018,2018-01-28,FA Cup,Fourth round,Home,W 3–0,Chelsea,Newcastle Utd
Marcos Alonso,2017-2018,2018-01-31,Premier League,Matchweek 25,Home,L 0–3,Chelsea,Bournemouth
Marcos Alonso,2017-2018,2018-02-20,Champions Lg,Round of 16,Home,D 1–1,Chelsea,Barcelona
Marcos Alonso,2017-2018,2018-02-25,Premier League,Matchweek 28,Away,L 1–2,Chelsea,Manchester Utd
Marcos Alonso,2017-2018,2018-03-04,Premier League,Matchweek 29,Away,L 0–1,Chelsea,Manchester City
Marcos Alonso,2017-2018,2018-03-10,Premier League,Matchweek 30,Home,W 2–1,Chelsea,Crystal Palace
Marcos Alonso,2017-2018,2018-03-14,Champions Lg,Round of 16,Away,L 0–3,Chelsea,Barcelona
Marcos Alonso,2017-2018,2018-03-18,FA Cup,Quarter-finals,Away,W 2–1,Chelsea,Leicester City
Marcos Alonso,2017-2018,2018-03-27,Friendlies (M),Friendlies (M),Home,W 6–1,Spain,Argentina
Marcos Alonso,2017-2018,2018-04-01,Premier League,Matchweek 32,Home,L 1–3,Chelsea,Tottenham
Marcos Alonso,2018-2019,2019-01-19,Premier League,Matchweek 23,Away,L 0–2,Chelsea,Arsenal
Marcos Alonso,2018-2019,2019-01-27,FA Cup,Fourth round,Home,W 3–0,Chelsea,Sheffield Weds
Marcos Alonso,2018-2019,2019-02-02,Premier League,Matchweek 25,Home,W 5–0,Chelsea,Huddersfield
Marcos Alonso,2018-2019,2019-02-10,Premier League,Matchweek 26,Away,L 0–6,Chelsea,Manchester City
Marcos Alonso,2018-2019,2019-02-18,FA Cup,Fifth round,Home,L 0–2,Chelsea,Manchester Utd
Marcos Alonso,2018-2019,2019-02-27,Premier League,Matchweek 28,Home,W 2–0,Chelsea,Tottenham
Marcos Alonso,2018-2019,2019-03-07,Europa Lg,Round of 16,Home,W 3–0,Chelsea,Dynamo Kyiv
Marcos Alonso,2018-2019,2019-03-14,Europa Lg,Round of 16,Away,W 5–0,Chelsea,Dynamo Kyiv
Marcos Alonso,2018-2019,2019-03-17,Premier League,Matchweek 31,Away,L 0–2,Chelsea,Everton
Marcos Alonso,2018-2019,2019-03-31,Premier League,Matchweek 32,Away,W 2–1,Chelsea,Cardiff City
Marcos Alonso,2018-2019,2019-04-11,Europa Lg,Quarter-finals,Away,W 1–0,Chelsea,Slavia Prague
Marcos Alonso,2018-2019,2019-04-28,Premier League,Matchweek 36,Away,D 1–1,Chelsea,Manchester Utd
Marcos Alonso,2018-2019,2019-05-05,Premier League,Matchweek 37,Home,W 3–0,Chelsea,Watford
Marcos Alonso,2018-2019,2019-05-12,Premier League,Matchweek 38,Away,D 0–0,Chelsea,Leicester City
Alisson,2017-2018,2018-05-13,Serie A,Matchweek 37,Home,D 0–0,Roma,Juventus
Alisson,2017-2018,2018-06-03,Friendlies (M),Friendlies (M),Home,W 2–0,Brazil,Croatia
Alisson,2017-2018,2018-06-10,Friendlies (M),Friendlies (M),Away,W 3–0,Brazil,Austria
Alisson,2017-2018,2018-06-17,FIFA World Cup,Group stage,Neutral,D 1–1,Brazil,Switzerland
Alisson,2017-2018,2018-06-22,FIFA World Cup,Group stage,Neutral,W 2–0,Brazil,Costa Rica
Alisson,2017-2018,2018-06-27,FIFA World Cup,Group stage,Neutral,W 2–0,Brazil,Serbia
Ross Barkley,2018-2019,2018-08-11,Premier League,Matchweek 1,Away,W 3–0,Chelsea,Huddersfield
Ross Barkley,2018-2019,2018-08-18,Premier League,Matchweek 2,Home,W 3–2,Chelsea,Arsenal
Ross Barkley,2018-2019,2018-08-26,Premier League,Matchweek 3,Away,W 2–1,Chelsea,Newcastle Utd
Ross Barkley,2018-2019,2018-09-15,Premier League,Matchweek 5,Home,W 4–1,Chelsea,Cardiff City
Ross Barkley,2018-2019,2018-09-20,Europa Lg,Group stage,Away,W 1–0,Chelsea,PAOK
Ross Barkley,2018-2019,2018-09-23,Premier League,Matchweek 6,Away,D 0–0,Chelsea,West Ham
Ross Barkley,2018-2019,2018-09-26,EFL Cup,Third round,Away,W 2–1,Chelsea,Liverpool
Ross Barkley,2018-2019,2018-09-29,Premier League,Matchweek 7,Home,D 1–1,Chelsea,Liverpool
Ross Barkley,2018-2019,2018-10-04,Europa Lg,Group stage,Home,W 1–0,Chelsea,Vidi
Ross Barkley,2018-2019,2018-10-07,Premier League,Matchweek 8,Away,W 3–0,Chelsea,Southampton
Ross Barkley,2018-2019,2018-10-12,UEFA Nations League,Group stage,Away,D 0–0,England,Croatia
Ross Barkley,2018-2019,2018-10-15,UEFA Nations League,Group stage,Away,W 3–2,England,Spain
Ross Barkley,2018-2019,2018-10-20,Premier League,Matchweek 9,Home,D 2–2,Chelsea,Manchester Utd
Ross Barkley,2018-2019,2018-10-28,Premier League,Matchweek 10,Away,W 4–0,Chelsea,Burnley
Ross Barkley,2018-2019,2018-11-04,Premier League,Matchweek 11,Home,W 3–1,Chelsea,Crystal Palace
Fabián Balbuena,2019-2020,2019-08-27,EFL Cup,Second round,Away,W 2–0,West Ham,Newport County
Fabián Balbuena,2019-2020,2019-09-05,Friendlies (M),Friendlies (M),Away,L 0–2,Paraguay,Japan
Fabián Balbuena,2019-2020,2019-09-16,Premier League,Matchweek 5,Away,D 0–0,West Ham,Aston Villa
Fabián Balbuena,2019-2020,2019-09-25,EFL Cup,Third round,Away,L 0–4,West Ham,Oxford United
Fabián Balbuena,2019-2020,2019-10-26,Premier League,Matchweek 10,Home,D 1–1,West Ham,Sheffield Utd
Fabián Balbuena,2019-2020,2019-11-02,Premier League,Matchweek 11,Home,L 2–3,West Ham,Newcastle Utd
Fabián Balbuena,2019-2020,2019-11-09,Premier League,Matchweek 12,Away,L 0–3,West Ham,Burnley
Fabián Balbuena,2019-2020,2019-11-14,Friendlies (M),Friendlies (M),Away,W 1–0,Paraguay,Bulgaria
Fabián Balbuena,2019-2020,2019-11-30,Premier League,Matchweek 14,Away,W 1–0,West Ham,Chelsea
Fabián Balbuena,2019-2020,2019-12-04,Premier League,Matchweek 15,Away,L 0–2,West Ham,Wolves
Fabián Balbuena,2019-2020,2019-12-09,Premier League,Matchweek 16,Home,L 1–3,West Ham,Arsenal
Fabián Balbuena,2019-2020,2019-12-14,Premier League,Matchweek 17,Away,W 1–0,West Ham,Southampton
Fabián Balbuena,2019-2020,2019-12-26,Premier League,Matchweek 19,Away,L 1–2,West Ham,Crystal Palace
Fabián Balbuena,2019-2020,2019-12-28,Premier League,Matchweek 20,Home,L 1–2,West Ham,Leicester City
Dele Alli,2017-2018,2018-01-04,Premier League,Matchweek 21,Home,D 1–1,Tottenham,West Ham
Dele Alli,2017-2018,2018-01-07,FA Cup,Third round,Home,W 3–0,Tottenham,AFC Wimbledon
Dele Alli,2017-2018,2018-01-13,Premier League,Matchweek 23,Home,W 4–0,Tottenham,Everton
Dele Alli,2017-2018,2018-01-21,Premier League,Matchweek 24,Away,D 1–1,Tottenham,Southampton
Dele Alli,2017-2018,2018-01-27,FA Cup,Fourth round,Away,D 1–1,Tottenham,Newport County
Dele Alli,2017-2018,2018-01-31,Premier League,Matchweek 25,Home,W 2–0,Tottenham,Manchester Utd
Dele Alli,2017-2018,2018-02-04,Premier League,Matchweek 26,Away,D 2–2,Tottenham,Liverpool
Dele Alli,2017-2018,2018-02-07,FA Cup,Fourth round,Home,W 2–0,Tottenham,Newport County
Dele Alli,2017-2018,2018-02-10,Premier League,Matchweek 27,Home,W 1–0,Tottenham,Arsenal
Dele Alli,2017-2018,2018-02-13,Champions Lg,Round of 16,Away,D 2–2,Tottenham,Juventus
Dele Alli,2017-2018,2018-02-18,FA Cup,Fifth round,Away,D 2–2,Tottenham,Rochdale
Dele Alli,2017-2018,2018-02-25,Premier League,Matchweek 28,Away,W 1–0,Tottenham,Crystal Palace
Dele Alli,2017-2018,2018-02-28,FA Cup,Fifth round,Home,W 6–1,Tottenham,Rochdale
Dele Alli,2017-2018,2018-03-03,Premier League,Matchweek 29,Home,W 2–0,Tottenham,Huddersfield
Trent Alexander-Arnold,2018-2019,2019-03-13,Champions Lg,Round of 16,Away,W 3–1,Liverpool,Bayern Munich
Trent Alexander-Arnold,2018-2019,2019-03-17,Premier League,Matchweek 31,Away,W 2–1,Liverpool,Fulham
Trent Alexander-Arnold,2018-2019,2019-03-31,Premier League,Matchweek 32,Home,W 2–1,Liverpool,Tottenham
Trent Alexander-Arnold,2018-2019,2019-04-05,Premier League,Matchweek 33,Away,W 3–1,Liverpool,Southampton
Trent Alexander-Arnold,2018-2019,2019-04-09,Champions Lg,Quarter-finals,Home,W 2–0,Liverpool,Porto
Trent Alexander-Arnold,2018-2019,2019-04-14,Premier League,Matchweek 34,Home,W 2–0,Liverpool,Chelsea
Trent Alexander-Arnold,2018-2019,2019-04-17,Champions Lg,Quarter-finals,Away,W 4–1,Liverpool,Porto
Trent Alexander-Arnold,2018-2019,2019-04-21,Premier League,Matchweek 35,Away,W 2–0,Liverpool,Cardiff City
Trent Alexander-Arnold,2018-2019,2019-04-26,Premier League,Matchweek 36,Home,W 5–0,Liverpool,Huddersfield
Trent Alexander-Arnold,2018-2019,2019-05-04,Premier League,Matchweek 37,Away,W 3–2,Liverpool,Newcastle Utd
Trent Alexander-Arnold,2018-2019,2019-05-07,Champions Lg,Semi-finals,Home,W 4–0,Liverpool,Barcelona
Trent Alexander-Arnold,2018-2019,2019-05-12,Premier League,Matchweek 38,Home,W 2–0,Liverpool,Wolves
Trent Alexander-Arnold,2018-2019,2019-06-01,Champions Lg,Final,Away,W 2–0,Liverpool,Tottenham
Trent Alexander-Arnold,2018-2019,2019-06-09,UEFA Nations League,Third-place match,Neutral,W 0 ,England,Switzerland
